Time(s)	C2H6	CH3J	C2H5J	CH4	HJ	C2H4	H2	C3H7J	C2H3J	C2H2	C4H7J	C4H7J	C4H6	
 0.42403E-07     0.90274E-05     0.18023E-09     0.11136E-11     0.83063E-12     0.67475E-12     0.96112E-12     0.76522E-12     0.39580E-19     0.83059E-18     0.57514E-18     0.44239E-26     0.20511E-26     0.10142E-26    
 0.43630E-07     0.90274E-05     0.18542E-09     0.11609E-11     0.87934E-12     0.70385E-12     0.10290E-11     0.81784E-12     0.43628E-19     0.92888E-18     0.66223E-18     0.53184E-26     0.25334E-26     0.12580E-26    
 0.44857E-07     0.90274E-05     0.19061E-09     0.12089E-11     0.92944E-12     0.73355E-12     0.10997E-11     0.87271E-12     0.47965E-19     0.10355E-17     0.75947E-18     0.63609E-26     0.31105E-26     0.15512E-26    
 0.46085E-07     0.90274E-05     0.19580E-09     0.12578E-11     0.98091E-12     0.76385E-12     0.11734E-11     0.92987E-12     0.52603E-19     0.11509E-17     0.86770E-18     0.75706E-26     0.37976E-26     0.19019E-26    
 0.47312E-07     0.90274E-05     0.20098E-09     0.13074E-11     0.10338E-11     0.79475E-12     0.12499E-11     0.98937E-12     0.57556E-19     0.12755E-17     0.98781E-18     0.89688E-26     0.46117E-26     0.23194E-26    
 0.48539E-07     0.90274E-05     0.20617E-09     0.13578E-11     0.10880E-11     0.82625E-12     0.13295E-11     0.10513E-11     0.62836E-19     0.14098E-17     0.11207E-17     0.10579E-25     0.55719E-26     0.28142E-26    
 0.49767E-07     0.90274E-05     0.21135E-09     0.14090E-11     0.11436E-11     0.85835E-12     0.14121E-11     0.11156E-11     0.68456E-19     0.15542E-17     0.12675E-17     0.12426E-25     0.66998E-26     0.33981E-26    
 0.50994E-07     0.90274E-05     0.21653E-09     0.14609E-11     0.12006E-11     0.89106E-12     0.14977E-11     0.11823E-11     0.74429E-19     0.17092E-17     0.14290E-17     0.14538E-25     0.80192E-26     0.40843E-26    
 0.52221E-07     0.90274E-05     0.22171E-09     0.15137E-11     0.12590E-11     0.92436E-12     0.15865E-11     0.12516E-11     0.80768E-19     0.18753E-17     0.16065E-17     0.16946E-25     0.95567E-26     0.48876E-26    
 0.53448E-07     0.90274E-05     0.22689E-09     0.15672E-11     0.13188E-11     0.95827E-12     0.16785E-11     0.13235E-11     0.87489E-19     0.20531E-17     0.18010E-17     0.19681E-25     0.11342E-25     0.58247E-26    
 0.55903E-07     0.90274E-05     0.23724E-09     0.16765E-11     0.14425E-11     0.10279E-11     0.18721E-11     0.14751E-11     0.10213E-18     0.24454E-17     0.22458E-17     0.26281E-25     0.15789E-25     0.81758E-26    
 0.58358E-07     0.90274E-05     0.24759E-09     0.17889E-11     0.15717E-11     0.10999E-11     0.20789E-11     0.16376E-11     0.11846E-18     0.28903E-17     0.27735E-17     0.34660E-25     0.21664E-25     0.11310E-25    
 0.60812E-07     0.90273E-05     0.25793E-09     0.19044E-11     0.17064E-11     0.11744E-11     0.22994E-11     0.18112E-11     0.13660E-18     0.33922E-17     0.33950E-17     0.45190E-25     0.29335E-25     0.15440E-25    
 0.63267E-07     0.90273E-05     0.26826E-09     0.20230E-11     0.18467E-11     0.12512E-11     0.25338E-11     0.19963E-11     0.15667E-18     0.39555E-17     0.41218E-17     0.58303E-25     0.39240E-25     0.20820E-25    
 0.65721E-07     0.90273E-05     0.27859E-09     0.21447E-11     0.19925E-11     0.13305E-11     0.27826E-11     0.21934E-11     0.17879E-18     0.45848E-17     0.49668E-17     0.74495E-25     0.51904E-25     0.27760E-25    
 0.68176E-07     0.90273E-05     0.28891E-09     0.22694E-11     0.21437E-11     0.14122E-11     0.30460E-11     0.24028E-11     0.20310E-18     0.52850E-17     0.59434E-17     0.94335E-25     0.67944E-25     0.36627E-25    
 0.70631E-07     0.90273E-05     0.29923E-09     0.23972E-11     0.23005E-11     0.14962E-11     0.33246E-11     0.26248E-11     0.22972E-18     0.60608E-17     0.70661E-17     0.11847E-24     0.88086E-25     0.47860E-25    
 0.73085E-07     0.90273E-05     0.30954E-09     0.25281E-11     0.24628E-11     0.15827E-11     0.36186E-11     0.28599E-11     0.25878E-18     0.69175E-17     0.83505E-17     0.14762E-24     0.11318E-24     0.61975E-25    
 0.75540E-07     0.90273E-05     0.31984E-09     0.26620E-11     0.26307E-11     0.16716E-11     0.39284E-11     0.31083E-11     0.29044E-18     0.78603E-17     0.98131E-17     0.18263E-24     0.14420E-24     0.79578E-25    
 0.77994E-07     0.90273E-05     0.33013E-09     0.27990E-11     0.28040E-11     0.17629E-11     0.42544E-11     0.33705E-11     0.32482E-18     0.88945E-17     0.11471E-16     0.22442E-24     0.18230E-24     0.10138E-24    
 0.80449E-07     0.90273E-05     0.34042E-09     0.29391E-11     0.29828E-11     0.18565E-11     0.45969E-11     0.36468E-11     0.36207E-18     0.10026E-16     0.13344E-16     0.27403E-24     0.22878E-24     0.12820E-24    
 0.82904E-07     0.90272E-05     0.35071E-09     0.30822E-11     0.31671E-11     0.19526E-11     0.49563E-11     0.39376E-11     0.40234E-18     0.11259E-16     0.15451E-16     0.33262E-24     0.28514E-24     0.16099E-24    
 0.85358E-07     0.90272E-05     0.36099E-09     0.32284E-11     0.33569E-11     0.20511E-11     0.53330E-11     0.42433E-11     0.44578E-18     0.12601E-16     0.17813E-16     0.40149E-24     0.35308E-24     0.20085E-24    
 0.87813E-07     0.90272E-05     0.37126E-09     0.33776E-11     0.35523E-11     0.21519E-11     0.57273E-11     0.45641E-11     0.49255E-18     0.14058E-16     0.20452E-16     0.48206E-24     0.43455E-24     0.24904E-24    
 0.92722E-07     0.90272E-05     0.39178E-09     0.36852E-11     0.39594E-11     0.23608E-11     0.65704E-11     0.52530E-11     0.59670E-18     0.17339E-16     0.26657E-16     0.68483E-24     0.64713E-24     0.37636E-24    
 0.97631E-07     0.90272E-05     0.41228E-09     0.40050E-11     0.43885E-11     0.25792E-11     0.74883E-11     0.60071E-11     0.71609E-18     0.21153E-16     0.34265E-16     0.95567E-24     0.94396E-24     0.55702E-24    
 0.10249E-06     0.90272E-05     0.43256E-09     0.43339E-11     0.48352E-11     0.28050E-11     0.84745E-11     0.68214E-11     0.85074E-18     0.25509E-16     0.43405E-16     0.13085E-23     0.13471E-23     0.80626E-24    
 0.10736E-06     0.90271E-05     0.45281E-09     0.46746E-11     0.53035E-11     0.30402E-11     0.95398E-11     0.77054E-11     0.10031E-17     0.30493E-16     0.54376E-16     0.17662E-23     0.18909E-23     0.11476E-23    
 0.11222E-06     0.90271E-05     0.47304E-09     0.50272E-11     0.57932E-11     0.32846E-11     0.10687E-10     0.86620E-11     0.11744E-17     0.36163E-16     0.67438E-16     0.23531E-23     0.26144E-23     0.16087E-23    
 0.11709E-06     0.90271E-05     0.49325E-09     0.53917E-11     0.63045E-11     0.35384E-11     0.11919E-10     0.96940E-11     0.13664E-17     0.42575E-16     0.82868E-16     0.30977E-23     0.35652E-23     0.22237E-23    
 0.12195E-06     0.90271E-05     0.51343E-09     0.57680E-11     0.68373E-11     0.38014E-11     0.13239E-10     0.10804E-10     0.15804E-17     0.49791E-16     0.10097E-15     0.40334E-23     0.48006E-23     0.30345E-23    
 0.12681E-06     0.90270E-05     0.53358E-09     0.61562E-11     0.73915E-11     0.40737E-11     0.14649E-10     0.11995E-10     0.18180E-17     0.57873E-16     0.12208E-15     0.51990E-23     0.63891E-23     0.40922E-23    
 0.13168E-06     0.90270E-05     0.55370E-09     0.65561E-11     0.79672E-11     0.43552E-11     0.16153E-10     0.13270E-10     0.20809E-17     0.66886E-16     0.14654E-15     0.66390E-23     0.84120E-23     0.54585E-23    
 0.13654E-06     0.90270E-05     0.57380E-09     0.69678E-11     0.85643E-11     0.46460E-11     0.17752E-10     0.14632E-10     0.23708E-17     0.76897E-16     0.17473E-15     0.84047E-23     0.10965E-22     0.72073E-23    
 0.14140E-06     0.90270E-05     0.59387E-09     0.73913E-11     0.91828E-11     0.49460E-11     0.19451E-10     0.16082E-10     0.26892E-17     0.87974E-16     0.20705E-15     0.10554E-22     0.14161E-22     0.94266E-23    
 0.14627E-06     0.90269E-05     0.61392E-09     0.78265E-11     0.98228E-11     0.52551E-11     0.21250E-10     0.17625E-10     0.30381E-17     0.10019E-15     0.24395E-15     0.13155E-22     0.18131E-22     0.12221E-22    
 0.15113E-06     0.90269E-05     0.63393E-09     0.82734E-11     0.10484E-10     0.55734E-11     0.23155E-10     0.19263E-10     0.34192E-17     0.11362E-15     0.28588E-15     0.16280E-22     0.23026E-22     0.15714E-22    
 0.15599E-06     0.90269E-05     0.65392E-09     0.87320E-11     0.11167E-10     0.59009E-11     0.25166E-10     0.20999E-10     0.38343E-17     0.12833E-15     0.33333E-15     0.20017E-22     0.29021E-22     0.20049E-22    
 0.16086E-06     0.90269E-05     0.67389E-09     0.92023E-11     0.11871E-10     0.62375E-11     0.27287E-10     0.22835E-10     0.42854E-17     0.14441E-15     0.38683E-15     0.24458E-22     0.36319E-22     0.25395E-22    
 0.16572E-06     0.90268E-05     0.69382E-09     0.96841E-11     0.12597E-10     0.65832E-11     0.29521E-10     0.24774E-10     0.47744E-17     0.16193E-15     0.44691E-15     0.29712E-22     0.45148E-22     0.31947E-22    
 0.17059E-06     0.90268E-05     0.71373E-09     0.10178E-10     0.13343E-10     0.69380E-11     0.31870E-10     0.26819E-10     0.53033E-17     0.18098E-15     0.51417E-15     0.35896E-22     0.55770E-22     0.39931E-22    
 0.17545E-06     0.90268E-05     0.73361E-09     0.10683E-10     0.14112E-10     0.73018E-11     0.34337E-10     0.28973E-10     0.58741E-17     0.20164E-15     0.58923E-15     0.43143E-22     0.68483E-22     0.49608E-22    
 0.18031E-06     0.90268E-05     0.75346E-09     0.11199E-10     0.14901E-10     0.76747E-11     0.36925E-10     0.31238E-10     0.64890E-17     0.22400E-15     0.67272E-15     0.51599E-22     0.83621E-22     0.61277E-22    
 0.18518E-06     0.90267E-05     0.77328E-09     0.11727E-10     0.15712E-10     0.80566E-11     0.39637E-10     0.33618E-10     0.71500E-17     0.24814E-15     0.76534E-15     0.61427E-22     0.10156E-21     0.75277E-22    
 0.19004E-06     0.90267E-05     0.79308E-09     0.12267E-10     0.16544E-10     0.84475E-11     0.42475E-10     0.36114E-10     0.78594E-17     0.27415E-15     0.86781E-15     0.72803E-22     0.12273E-21     0.91998E-22    
 0.19490E-06     0.90267E-05     0.81284E-09     0.12818E-10     0.17398E-10     0.88474E-11     0.45441E-10     0.38730E-10     0.86193E-17     0.30213E-15     0.98086E-15     0.85926E-22     0.14761E-21     0.11188E-21    
 0.19977E-06     0.90266E-05     0.83258E-09     0.13381E-10     0.18272E-10     0.92563E-11     0.48540E-10     0.41469E-10     0.94320E-17     0.33217E-15     0.11053E-14     0.10101E-21     0.17671E-21     0.13543E-21    
 0.20463E-06     0.90266E-05     0.85229E-09     0.13954E-10     0.19169E-10     0.96740E-11     0.51773E-10     0.44332E-10     0.10300E-16     0.36437E-15     0.12420E-14     0.11829E-21     0.21063E-21     0.16319E-21    
 0.20949E-06     0.90266E-05     0.87197E-09     0.14540E-10     0.20086E-10     0.10101E-10     0.55143E-10     0.47323E-10     0.11225E-16     0.39882E-15     0.13917E-14     0.13803E-21     0.25003E-21     0.19582E-21    
 0.21436E-06     0.90266E-05     0.89162E-09     0.15136E-10     0.21024E-10     0.10536E-10     0.58653E-10     0.50445E-10     0.12210E-16     0.43562E-15     0.15554E-14     0.16050E-21     0.29563E-21     0.23402E-21    
 0.21922E-06     0.90265E-05     0.91124E-09     0.15744E-10     0.21984E-10     0.10981E-10     0.62305E-10     0.53699E-10     0.13258E-16     0.47488E-15     0.17341E-14     0.18602E-21     0.34822E-21     0.27858E-21    
 0.22409E-06     0.90265E-05     0.93083E-09     0.16364E-10     0.22965E-10     0.11434E-10     0.66103E-10     0.57090E-10     0.14370E-16     0.51670E-15     0.19286E-14     0.21491E-21     0.40869E-21     0.33040E-21    
 0.22895E-06     0.90265E-05     0.95039E-09     0.16994E-10     0.23968E-10     0.11896E-10     0.70048E-10     0.60619E-10     0.15549E-16     0.56118E-15     0.21401E-14     0.24754E-21     0.47800E-21     0.39046E-21    
 0.23381E-06     0.90264E-05     0.96992E-09     0.17636E-10     0.24991E-10     0.12367E-10     0.74144E-10     0.64289E-10     0.16799E-16     0.60844E-15     0.23696E-14     0.28429E-21     0.55722E-21     0.45986E-21    
 0.23868E-06     0.90264E-05     0.98942E-09     0.18289E-10     0.26036E-10     0.12847E-10     0.78393E-10     0.68102E-10     0.18121E-16     0.65858E-15     0.26182E-14     0.32559E-21     0.64750E-21     0.53983E-21    
 0.24354E-06     0.90264E-05     0.10089E-08     0.18953E-10     0.27102E-10     0.13335E-10     0.82798E-10     0.72063E-10     0.19517E-16     0.71171E-15     0.28871E-14     0.37188E-21     0.75011E-21     0.63171E-21    
 0.24840E-06     0.90264E-05     0.10283E-08     0.19628E-10     0.28190E-10     0.13832E-10     0.87361E-10     0.76172E-10     0.20992E-16     0.76795E-15     0.31774E-14     0.42367E-21     0.86644E-21     0.73698E-21    
 0.25813E-06     0.90263E-05     0.10671E-08     0.21012E-10     0.30428E-10     0.14852E-10     0.96973E-10     0.84848E-10     0.24185E-16     0.89021E-15     0.38275E-14     0.54586E-21     0.11464E-20     0.99448E-21    
 0.26689E-06     0.90262E-05     0.11019E-08     0.22295E-10     0.32515E-10     0.15800E-10     0.10619E-09     0.93192E-10     0.27352E-16     0.10120E-14     0.44989E-14     0.68031E-21     0.14617E-20     0.12903E-20    
 0.27564E-06     0.90262E-05     0.11366E-08     0.23614E-10     0.34670E-10     0.16776E-10     0.11596E-09     0.10206E-09     0.30815E-16     0.11458E-14     0.52606E-14     0.84197E-21     0.18491E-20     0.16604E-20    
 0.28439E-06     0.90261E-05     0.11712E-08     0.24969E-10     0.36894E-10     0.17779E-10     0.12631E-09     0.11147E-09     0.34589E-16     0.12921E-14     0.61212E-14     0.10352E-20     0.23218E-20     0.21203E-20    
 0.29315E-06     0.90261E-05     0.12057E-08     0.26358E-10     0.39187E-10     0.18810E-10     0.13723E-09     0.12143E-09     0.38693E-16     0.14519E-14     0.70899E-14     0.12650E-20     0.28950E-20     0.26879E-20    
 0.30190E-06     0.90260E-05     0.12401E-08     0.27782E-10     0.41548E-10     0.19868E-10     0.14876E-09     0.13196E-09     0.43145E-16     0.16258E-14     0.81764E-14     0.15369E-20     0.35859E-20     0.33843E-20    
 0.31066E-06     0.90259E-05     0.12744E-08     0.29242E-10     0.43978E-10     0.20953E-10     0.16089E-09     0.14307E-09     0.47961E-16     0.18146E-14     0.93910E-14     0.18569E-20     0.44143E-20     0.42337E-20    
 0.31941E-06     0.90259E-05     0.13086E-08     0.30736E-10     0.46476E-10     0.22066E-10     0.17366E-09     0.15478E-09     0.53162E-16     0.20190E-14     0.10744E-13     0.22319E-20     0.54021E-20     0.52639E-20    
 0.32817E-06     0.90258E-05     0.13427E-08     0.32264E-10     0.49043E-10     0.23205E-10     0.18707E-09     0.16711E-09     0.58764E-16     0.22401E-14     0.12248E-13     0.26696E-20     0.65743E-20     0.65071E-20    
 0.33692E-06     0.90257E-05     0.13767E-08     0.33826E-10     0.51678E-10     0.24371E-10     0.20114E-09     0.18006E-09     0.64789E-16     0.24784E-14     0.13914E-13     0.31781E-20     0.79588E-20     0.79998E-20    
 0.34568E-06     0.90257E-05     0.14105E-08     0.35423E-10     0.54382E-10     0.25564E-10     0.21588E-09     0.19365E-09     0.71254E-16     0.27350E-14     0.15755E-13     0.37669E-20     0.95867E-20     0.97837E-20    
 0.35443E-06     0.90256E-05     0.14443E-08     0.37053E-10     0.57155E-10     0.26783E-10     0.23130E-09     0.20790E-09     0.78180E-16     0.30106E-14     0.17784E-13     0.44458E-20     0.11493E-19     0.11906E-19    
 0.36319E-06     0.90255E-05     0.14780E-08     0.38717E-10     0.59995E-10     0.28028E-10     0.24743E-09     0.22282E-09     0.85587E-16     0.33061E-14     0.20014E-13     0.52261E-20     0.13715E-19     0.14420E-19    
 0.37194E-06     0.90255E-05     0.15115E-08     0.40414E-10     0.62905E-10     0.29300E-10     0.26427E-09     0.23843E-09     0.93495E-16     0.36225E-14     0.22461E-13     0.61199E-20     0.16298E-19     0.17387E-19    
 0.38069E-06     0.90254E-05     0.15449E-08     0.42144E-10     0.65882E-10     0.30597E-10     0.28184E-09     0.25473E-09     0.10192E-15     0.39606E-14     0.25138E-13     0.71404E-20     0.19286E-19     0.20874E-19    
 0.38945E-06     0.90253E-05     0.15782E-08     0.43907E-10     0.68928E-10     0.31920E-10     0.30016E-09     0.27175E-09     0.11090E-15     0.43213E-14     0.28063E-13     0.83019E-20     0.22733E-19     0.24958E-19    
 0.39820E-06     0.90252E-05     0.16114E-08     0.45703E-10     0.72043E-10     0.33268E-10     0.31923E-09     0.28950E-09     0.12043E-15     0.47056E-14     0.31250E-13     0.96201E-20     0.26695E-19     0.29722E-19    
 0.40696E-06     0.90252E-05     0.16445E-08     0.47531E-10     0.75226E-10     0.34641E-10     0.33907E-09     0.30798E-09     0.13056E-15     0.51144E-14     0.34718E-13     0.11112E-19     0.31236E-19     0.35264E-19    
 0.41571E-06     0.90251E-05     0.16775E-08     0.49391E-10     0.78478E-10     0.36040E-10     0.35970E-09     0.32722E-09     0.14128E-15     0.55487E-14     0.38483E-13     0.12796E-19     0.36423E-19     0.41687E-19    
 0.42447E-06     0.90250E-05     0.17104E-08     0.51284E-10     0.81798E-10     0.37464E-10     0.38113E-09     0.34723E-09     0.15264E-15     0.60094E-14     0.42565E-13     0.14692E-19     0.42330E-19     0.49109E-19    
 0.43322E-06     0.90249E-05     0.17431E-08     0.53208E-10     0.85186E-10     0.38912E-10     0.40336E-09     0.36802E-09     0.16465E-15     0.64976E-14     0.46981E-13     0.16820E-19     0.49040E-19     0.57659E-19    
